epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.285541941354304,0.001,1.7066925958446835,0.3283031279832233,0.38951894093185113,0.36292249914646635,2929
2,1.3404709411624036,0.001,1.3994636503250704,0.4948151460132721,0.5294731508274266,0.5575281666097645,2929
3,0.8779677303484928,0.001,0.840098714698916,0.7060527223163026,0.7072332807682512,0.7275520655513827,2929
4,0.6941156369852431,0.001,0.7023951890675918,0.7464560351989992,0.7456203211365663,0.7671560259474224,2929
5,0.5790071783610332,0.001,0.677449850284535,0.7629453118322345,0.761340197076737,0.7869580061454421,2929
6,0.5081026474082911,0.001,0.5932586630401404,0.7953375444989886,0.7934484197320123,0.8098327074086719,2929
7,0.44637545598325906,0.001,0.555545370215955,0.8054632191921494,0.7985564709577493,0.8193922840559918,2929
8,0.40951421360174817,0.001,0.5300826070749242,0.8150443154316123,0.8086493180086851,0.8275862068965517,2929
9,0.3776614844891024,0.001,0.5674923925620058,0.8147556883820243,0.8098714203533711,0.8364629566404916,2929
10,0.3482020002456359,0.001,0.5751691912503346,0.8177666951778484,0.8129715748030847,0.8388528508023216,2929
11,0.3324442520553683,0.001,0.5245042539647092,0.8274213481146622,0.8204828206884054,0.8456811198361216,2929
12,0.2987923752056596,0.001,0.4914163247398708,0.8393547889266658,0.8338429349443555,0.8548992830317514,2929
13,0.28050458026521,0.001,0.4147653296265913,0.8667096236028725,0.8596075240526835,0.8668487538409013,2929
14,0.27335882782476184,0.001,0.4530874095533205,0.8490953102648815,0.8435140853100928,0.8630932058723114,2929
15,0.25090041699140897,0.001,0.5069155611259781,0.8407311518958344,0.8351406374931022,0.8603618982587914,2929
16,0.25460662481225566,0.001,0.5104222474214823,0.8412775822278807,0.8363385037392447,0.8617275520655514,2929
17,0.2335134902049178,0.001,0.4087863266468048,0.8691287368404836,0.8627154097987678,0.8747012632297713,2929
18,0.22436530696642068,0.001,0.48097022817186685,0.84309870503697,0.8376399323668617,0.8658245134858313,2929
19,0.21087147753087826,0.001,0.47748943564036617,0.8486686551689794,0.8423638937074308,0.8637760327756914,2929
20,0.20430329418453722,0.001,0.4967063853274221,0.8392390816807226,0.8314962576409513,0.8531922157733015,2929
21,0.19617134480978604,0.001,0.4423994690827701,0.8599592159364788,0.8530328611610174,0.8682144076476613,2929
22,0.18440347404598637,0.001,0.5876063916265316,0.8196488632580156,0.8184062830064546,0.8528508023216115,2929
23,0.18089050515037444,0.001,0.4529466314808182,0.8633528634530766,0.8564100426776889,0.8692386480027313,2929
24,0.176748137070257,0.001,0.45473605621120206,0.8581851607101917,0.8502842744412793,0.8699214749061113,2929
25,0.16549335054501338,0.001,0.45481097447159496,0.8527074324045589,0.8451940919725023,0.8634346193240013,2929
26,0.16697076868472827,0.001,0.5148302583509813,0.8333087347895626,0.8286848638034933,0.8566063502902014,2929
27,0.1651024701487687,0.001,0.5252538618996091,0.8303452933072967,0.8289500722604815,0.8624103789689314,2929
28,0.14650689828910946,0.001,0.4897581551062024,0.8671347429141417,0.8598169538339002,0.8798224650051212,2929
29,0.14825446097996592,0.001,0.4939867905948473,0.8623324663612398,0.8549405495662566,0.8757255035848412,2929
30,0.14445479531243535,0.001,0.501133150704529,0.8575462688215877,0.8502245241357445,0.8695800614544213,2929
