epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.39581572166597,0.0001,2.392925909587315,0.0471148536192404,0.10609841086200071,0.10722433460076046,2630
2,2.3747055739264695,0.0001,2.2188656699089777,0.07808544285673738,0.15628852483872294,0.16045627376425856,2630
3,1.9830020064055318,0.0001,1.625619229816255,0.39468853645069496,0.4086758880918545,0.4102661596958175,2630
4,1.4994915009347678,0.0001,1.3130078585374922,0.5021195150873276,0.5131575609094042,0.5140684410646388,2630
5,1.2818916550389043,0.0001,1.159499262770017,0.5626882233606886,0.5779142148273961,0.5768060836501901,2630
6,1.1497635002489444,0.0001,1.0763748103664035,0.609691389087764,0.6264562571916048,0.623574144486692,2630
7,1.007873449863408,0.0001,0.8920166513749531,0.6857559607430072,0.69447543347558,0.6927756653992395,2630
8,0.8789529882697545,0.0001,0.7810701585951305,0.7244096919756052,0.7312429683775682,0.7300380228136882,2630
9,0.7760541193212322,0.0001,0.740831655051027,0.7348533105733864,0.7394531544405548,0.7399239543726236,2630
10,0.708421892991371,0.0001,0.6428735937391009,0.7776142508897049,0.7794432763947851,0.7802281368821293,2630
11,0.6378550410070002,0.0001,0.601899619613375,0.7887509860500405,0.7903761244712165,0.7927756653992395,2630
12,0.592392203181681,0.0001,0.5788570220271746,0.7965220048299038,0.7987900239394342,0.7988593155893536,2630
13,0.5454930009866001,0.0001,0.5647893945376078,0.7999706605906298,0.8045254666566475,0.8030418250950571,2630
14,0.5146684387717584,0.0001,0.564001127367928,0.8063026120727923,0.8104948889283704,0.808745247148289,2630
15,0.4874817636679319,0.0001,0.4934598070879777,0.8330999302160955,0.8345124410602126,0.8334600760456273,2630
