epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.2941536927464035,0.001,2.0597931629135493,0.1680276310559428,0.2631669246198467,0.2671232876712329,2628
2,2.169673082403061,0.001,1.9951152262233554,0.15660979590085122,0.27732072031465377,0.2815829528158295,2628
3,2.0996169285340742,0.001,2.101859532651447,0.10465182919758725,0.21665290633424855,0.21537290715372906,2628
4,2.0670440429790253,0.001,1.9206124813783736,0.17364356493702143,0.3079068927675711,0.2998477929984779,2628
5,2.0664141101869267,0.001,1.9385005746568953,0.165428933543453,0.27528725952502264,0.2842465753424658,2628
6,2.0417289348563763,0.001,1.9000559505962191,0.17734548261670738,0.3113197232903304,0.3078386605783866,2628
7,2.0082285331957266,0.001,1.8741417896179926,0.17465861248905232,0.31908032415360754,0.3135464231354642,2628
8,1.9487544675467392,0.001,1.822558969259262,0.23775400360555132,0.34074902012010855,0.3481735159817352,2628
9,1.9056902537843594,0.001,1.7267872407322837,0.2695242653634147,0.3601897627996983,0.3645357686453577,2628
10,1.8727628514421508,0.001,1.7037154138088226,0.29270925479170096,0.3690946868418266,0.3668188736681887,2628
11,1.9064244553697631,0.001,1.7722994642598289,0.22594095078595097,0.32926491032696564,0.3378995433789954,2628
12,1.852207809184938,0.001,1.6919833549431391,0.3005022666745391,0.4068743679290765,0.4025875190258752,2628
13,1.9167653755708174,0.001,1.9703113777296883,0.17919074834374735,0.26816788620022874,0.265220700152207,2628
14,1.8837527602609963,0.001,1.6585169264248438,0.30437204465500484,0.39876758877068846,0.4071537290715373,2628
15,1.8248587910976475,0.001,1.710435926914215,0.28213301021878756,0.3584296072646696,0.3633942161339422,2628
