epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.1684472930150402,0.001,1.9725997244439475,0.18897156643986113,0.2569843699046526,0.2581998474446987,2622
2,1.8876888450950082,0.001,1.6274312603764418,0.37018754704335066,0.41883752597605794,0.4252479023646072,2622
3,1.746983861682391,0.001,1.4611781072325822,0.4218398044334848,0.4659489618875777,0.47368421052631576,2622
4,1.5486960912794376,0.001,1.2028960280302095,0.506400463239559,0.5487532788694423,0.5507246376811594,2622
5,1.3619174525793956,0.001,1.0997179201463374,0.5483309941367183,0.5849425324127673,0.589626239511823,2622
6,1.2705920715926071,0.001,1.0271062651058522,0.5905348370510474,0.6244796722280921,0.6327231121281465,2622
7,1.1914875085907752,0.001,0.9445789441829775,0.6601033727784145,0.6738935831078521,0.6746758199847445,2622
8,1.1188781032658586,0.001,0.9122611451439742,0.6902800714782604,0.7047413419220756,0.7055682684973302,2622
9,1.0615984139217671,0.001,0.855861336356256,0.6899153942738342,0.7037852452437502,0.704042715484363,2622
10,0.9845513063247757,0.001,0.7428935170173645,0.742639804963698,0.7536455402615214,0.7540045766590389,2622
11,0.898952345655422,0.001,0.742944210404303,0.7435820204710951,0.7525291591615842,0.7524790236460717,2622
12,0.8561603143961742,0.001,0.6979714424871817,0.7549263535385216,0.7623619682479702,0.7623951182303585,2622
13,0.781475310574477,0.001,0.668410351727067,0.7631270505029591,0.7697421896327299,0.7700228832951945,2622
14,0.7416823843512872,0.001,0.6095070028450431,0.7918970233440433,0.7977195088441825,0.7951945080091534,2622
15,0.672825469111754,0.001,0.5736476967974407,0.8089896325131417,0.8151729691207918,0.8157894736842105,2622
