epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.2481935064399283,0.001,2.1766860513460067,0.1367534619302844,0.2060567984869844,0.2070015220700152,2628
2,2.133816218135333,0.001,2.0651616709572926,0.19216570330344004,0.2330501584514644,0.22754946727549466,2628
3,2.085617750983447,0.001,2.0095920108613514,0.1958196656142988,0.25906973412378076,0.2625570776255708,2628
4,2.0022259472997903,0.001,1.8820718697139196,0.2699364482952649,0.3266513066716347,0.332572298325723,2628
5,1.9423389117725771,0.001,1.857738889399029,0.2729825138842045,0.3257983983906623,0.3280060882800609,2628
6,1.8907121568416505,0.001,1.8023923181352162,0.3272216217036455,0.37535458024384155,0.3778538812785388,2628
7,1.8469592497404979,0.001,1.8214645357359023,0.3076838068352485,0.34272534394708637,0.3394216133942161,2628
8,1.8113605767388135,0.001,1.6568488563810075,0.3844668980420591,0.4251390006650112,0.4273211567732116,2628
9,1.7507143024643663,0.001,1.6571907684916543,0.3580737600817949,0.4037540581141619,0.4063926940639269,2628
10,1.7411647316582677,0.001,1.6359641977718897,0.38207807707720304,0.42320372130409944,0.4277016742770167,2628
11,1.7294470280509204,0.001,1.6000316810040247,0.40596295845352637,0.4404535333196351,0.4387366818873668,2628
12,1.696274662258649,0.001,1.5220709187643868,0.43689193006059246,0.473682599457492,0.4790715372907154,2628
13,1.6217368331421105,0.001,1.444816910085224,0.4605200862829179,0.4949169668621769,0.4961948249619482,2628
14,1.5411689233298254,0.001,1.423616057350522,0.4812325366334082,0.5148409776364095,0.5178843226788432,2628
15,1.5226081457202283,0.001,1.493063945145834,0.43950193130209175,0.48324224983408237,0.4863013698630137,2628
