epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.3389357067519168,0.001,2.0808674976939248,0.1714118930159373,0.2386151339081846,0.2414448669201521,2630
2,1.7048649856137106,0.0009890738003669028,1.3697877753348577,0.4613417504288998,0.49396722431468054,0.5026615969581749,2630
3,1.1522556428957467,0.0009567727288213003,0.9428928508645013,0.6518644865596096,0.6542008454668865,0.652851711026616,2630
4,0.8652534787903731,0.0009045084971874737,0.7079401427791232,0.7572433196424391,0.7596256585749255,0.7581749049429658,2630
5,0.6925678219056691,0.0008345653031794292,0.6552102047772634,0.7652979047857776,0.7718438023819968,0.7688212927756654,2630
6,0.5758626494142745,0.00075,0.5598913844497431,0.8031335492097209,0.8074911797414406,0.8060836501901141,2630
7,0.4991682344915891,0.0006545084971874737,0.4936797714659146,0.8303500893850941,0.8345768142232622,0.832319391634981,2630
8,0.4343456734310497,0.0005522642316338268,0.4802423655277207,0.8345040684114874,0.8356253660446051,0.8342205323193916,2630
9,0.3741045481829531,0.0004477357683661734,0.4161226600408554,0.8526099367770442,0.8549250338291792,0.8528517110266159,2630
10,0.33424142881073937,0.0003454915028125264,0.38011658821432365,0.8672868788775419,0.8673285235413466,0.8680608365019011,2630
11,0.29788657430847887,0.0002500000000000001,0.3945396618828887,0.8595531462286129,0.8626204003982579,0.8604562737642586,2630
12,0.2613482537243503,0.00016543469682057103,0.373156905085558,0.8736912680437494,0.873359819191068,0.873384030418251,2630
13,0.2443095317944533,9.549150281252631e-05,0.36114747396537233,0.8791431950068163,0.8802797352465984,0.8790874524714829,2630
14,0.22841035143193172,4.322727117869951e-05,0.35381427717705566,0.8750139650811829,0.8759011778938427,0.8752851711026616,2630
15,0.2258221415257213,1.0926199633097156e-05,0.3465330849978186,0.8794187631451345,0.8801667473231319,0.8790874524714829,2630
