epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.398232093593418,1e-05,2.394409281866891,0.033406740008822676,0.087752747337351,0.0890566037735849,2650
2,2.395024836463416,1e-05,2.3899579559053694,0.05440295588023281,0.10949022474281293,0.11132075471698114,2650
3,2.3907781135315864,1e-05,2.3819325424375988,0.11742310372108435,0.15218168899836973,0.1569811320754717,2650
4,2.3793816718479133,1e-05,2.3492425112497237,0.176383082492753,0.21508654734262053,0.22075471698113208,2650
5,2.3237519960275432,1e-05,2.2095838756788346,0.13798265151935296,0.2059333945401627,0.21169811320754717,2650
6,2.2297671201245097,1e-05,2.118163219520024,0.1658175081245547,0.23740911633634385,0.2467924528301887,2650
7,2.135474901471362,1e-05,2.0364585462070646,0.19912829401045753,0.2640537117940653,0.2720754716981132,2650
8,2.0497770789485648,1e-05,1.9484385365531558,0.24570449994523066,0.300297464237341,0.30754716981132074,2650
9,1.9801680909707242,1e-05,1.8864520348253704,0.2726357437619621,0.32342927429554813,0.32943396226415095,2650
10,1.9281896168753605,1e-05,1.831062947000776,0.2941137824052054,0.34404641680142667,0.349811320754717,2650
11,1.8832093797274083,1e-05,1.7988242549555642,0.3013293140760892,0.34821784199338157,0.3543396226415094,2650
12,1.8509093162997456,1e-05,1.7564174390974499,0.30977722598825036,0.3546463456478637,0.36,2650
13,1.8180921869789994,1e-05,1.7228788208393824,0.3380219770040057,0.37873825749080403,0.3818867924528302,2650
14,1.7874578897585005,1e-05,1.6875997668220883,0.3626754663281441,0.3963521811323046,0.39811320754716983,2650
15,1.7685306548272204,1e-05,1.6603719223113287,0.36944885896712615,0.4007873828830174,0.4030188679245283,2650
