epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,1.957566583316598,0.001,1.443620136096364,0.4701963714650701,0.510720289498074,0.5123246113007205,2637
2,1.4264176435918616,0.001,1.084435631831487,0.6153421122009287,0.6242658872505269,0.621539628365567,2637
3,1.1285796713509015,0.001,1.0002918383550077,0.6324499430129777,0.6488607786990843,0.645809632157755,2637
4,0.892065589259935,0.001,0.6669806213605971,0.7782685267346814,0.780533045874008,0.7792946530147895,2637
5,0.7207996034182158,0.001,0.604436301049732,0.7985543759903257,0.7987889323392651,0.7974971558589306,2637
6,0.603613869355829,0.001,0.5500833647591727,0.8167760509983985,0.8180658790427213,0.8172165339400834,2637
7,0.5016585837974644,0.001,0.4291232002987748,0.8540312380130207,0.8543747716851606,0.8536215396283656,2637
8,0.43208282535908205,0.001,0.4040609809259574,0.871573158245235,0.8718590224038896,0.8714448236632537,2637
9,0.39465077836441514,0.001,0.44235755041951225,0.8597125665715154,0.8620859173990643,0.8612059158134243,2637
10,0.36511911391811885,0.001,0.36418550701013636,0.8791495807566817,0.8785214585226722,0.8786499810390596,2637
11,0.333979074536954,0.001,0.3178221820631907,0.895855392290979,0.8949155960102825,0.8949563898369359,2637
12,0.3056541017237926,0.001,0.33940615684592296,0.9000260466557019,0.8996737517980122,0.8995070155479712,2637
13,0.29002193914063823,0.001,0.30768794881268624,0.9000024997976066,0.8993689998305606,0.8995070155479712,2637
14,0.26857818413100787,0.001,0.2929562479922814,0.9114766459626286,0.9115481379014668,0.9108835798255593,2637
15,0.2507140758953639,0.001,0.2897259592566462,0.9097032211943517,0.9097899587199236,0.9097459233978006,2637
