epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,1.9151782112606501,0.001,1.6308796958225529,0.36615201930876357,0.4076151167111562,0.4106317411402157,2596
2,1.5053294864751525,0.001,1.2302112637496576,0.5552206150453807,0.5802986190003694,0.5793528505392912,2596
3,1.2928403995804867,0.001,1.156033473043907,0.6157690869140748,0.6181561366090264,0.6224961479198767,2596
4,1.0239348233756373,0.001,0.8821329285458821,0.6935151242080277,0.6994311651209183,0.6956856702619415,2596
5,0.8242425353850349,0.001,0.7630340224359093,0.7369035707334465,0.7357972342920678,0.7388289676425269,2596
6,0.7456328530432814,0.001,0.6302120649233097,0.7951257359881886,0.7982573526980153,0.7962249614791987,2596
7,0.6128011803505784,0.001,0.5495793630437154,0.8222958292137169,0.8232059911046966,0.8235747303543913,2596
8,0.5314921978166548,0.001,0.5268103513048916,0.8335728716389853,0.8330456023089698,0.8335901386748844,2596
9,0.4582011547129033,0.001,0.4074997344031567,0.8699564083307272,0.8711800984900688,0.8709553158705701,2596
10,0.41485757423659503,0.001,0.41624041028865955,0.8704188004915207,0.8728508502115446,0.8721109399075501,2596
11,0.3659681159055839,0.001,0.41985905761035475,0.8648284525557058,0.8627625614401899,0.8651771956856703,2596
12,0.33295800478781684,0.001,0.3479811280693223,0.8906596125647337,0.8914503771210858,0.8913713405238829,2596
13,0.29767481899362497,0.001,0.3331433345631855,0.8943305239028347,0.8953326395316276,0.8952234206471494,2596
14,0.28814237405688076,0.001,0.33106453707668837,0.8987149065339755,0.8989397821109271,0.8998459167950693,2596
15,0.2636338319818852,0.001,0.3129220141052473,0.9030484425461403,0.9035379543736274,0.9040832049306625,2596
