epoch,train_loss,lr,val_loss,val_macro_f1,val_balanced_acc,val_overall_acc,val_count
1,2.3768873495686336,0.001,2.2402797326809023,0.08615041999232703,0.16546645744294394,0.16437833714721586,2622
2,1.9308191445540097,0.001,1.487393781179335,0.37986049942933686,0.43148933103478376,0.43935926773455375,2622
3,1.4046144756403836,0.001,1.2056864151140538,0.5327156094157511,0.5533220484716538,0.5575896262395118,2622
4,1.0940937506229387,0.001,0.9316960958445945,0.6586902854586397,0.671493751855616,0.6712433257055682,2622
5,0.8628886051049538,0.001,0.7396076336139585,0.7280070736052011,0.7359959985874902,0.7387490465293669,2622
6,0.7303705488391196,0.001,0.6590127227146451,0.7662727067393763,0.7692634668962239,0.7707856598016781,2622
7,0.6293896681531913,0.001,0.588325378371448,0.7895016245876234,0.7912870211823442,0.7955758962623951,2622
8,0.5357674507781712,0.001,0.5502003400427539,0.8131822565336858,0.8142321792531554,0.8154080854309688,2622
9,0.48430611980884564,0.001,0.49293176857073134,0.8390596645532706,0.8393953660460066,0.8398169336384439,2622
10,0.4371866100665295,0.001,0.46918032681796606,0.8408257778927564,0.8440667839690961,0.8432494279176201,2622
11,0.4380601494500934,0.001,0.4660192410030016,0.8385186272545532,0.8388439730398204,0.8375286041189931,2622
12,0.3682981146505786,0.001,0.47817277272300024,0.8324789708642029,0.8362693776952973,0.8348588863463006,2622
13,0.33707852240162667,0.001,0.3970834122198384,0.866018009573502,0.8669150114558799,0.8672768878718535,2622
14,0.3178278693697268,0.001,0.4401031280072724,0.8586435830497089,0.8598562634811174,0.8596491228070176,2622
15,0.2962317587400125,0.001,0.3666975817120657,0.880950875728889,0.87978885819839,0.8802440884820748,2622
